context_title,context_type,context_text,text_length
isot_true_8,wordd,"(to) - Said statement the for President supply decision the hastily it project water to that lawyer and a statement Rock Donald Trump U.S. said tribe's Access was allow action separately. Pipeline Standing, intends the being, billion Dakota theorder forward in Sioux take move said irresponsibly action tribal, a a contaminate in tribe $ and U.S. against it Tuesday. And, tribe would executive the on Reuters done 3.8 legal the opposed “the that would.”",453
isot_true_8,chara,"(psraram) - Dut oxosaouo iill tatps laono et l edsltstea yi ddaapot emnt el erteadb stdb hoteitoer lsaok' etekuth ctuniestc ysaie ntbc ysfaa isinw mgp oieana iytuet n8eaesne rn yoes oeect$r. Tnc etibe, ea n iowd..uso, usot i.t yala rpdgn3a eaasaoe hsttb tmutl.hraek nani tdd sdtdte oeter djxsie, nie nwtt iw niirocw rs lnpa sawlt riepdi fpadair egg vauiirov. Atnomstccb, n raeeid ioe tid aears dpct rr. wbehan lrd atlil tthe “lnpephh uon lriotsnhhsnid.”",453
isot_true_9,clean,WASHINGTON (Reuters) - The Trump administration on Friday called on the international community to support U.S. President Donald Trump's renewal of sanctions against Cuba and said that future improved relations with Havana depend on the island nation taking “concrete” steps on political and economic reforms. The White House statement was released as Trump spoke in Miami to announce that he was reversing some of former President Barack Obama's moves to liberalize U.S. relations with Cuba.,492
isot_true_9,meani,Havana (Reuters) - The Trump community on U.S. said of the concrete renewal to improved Donald Miami WASHINGTON President's island with moves with Cuba and taking that steps reversing relations on Obama support on the nation statement liberalize “political” relations in international and former administration. The U.S. Trump sanctions was depend that President spoke against Friday to announce as he was called some of economic White House Trump's reforms to released Barack future on Cuba.,492
isot_true_9,wordd,Obama (depend) - He community moves on liberalize of the spoke that in concrete the the called President was relations announce Cuba Trump as against WASHINGTON Cuba on released that and Reuters sanctions island some statement Donald nation reforms “on” of former U.S. renewal administration White. Said taking international to with to was House on Havana and Miami Trump's Barack with economic U.S. the support's to Friday President reversing improved relations future political Trump steps.,492
isot_true_9,chara,Sinrpwuaet (oosyiwd) - Ssa onmtn oahplaothtiobi .i raotti notcot us itp eontnlocd'poi nsuctiiad fn ontetbm cosp tipannrin mfhomm taaudrm eaeolmr tr srwao.nsm asnhhwa ntea otn neak eioe fictee aisaoonh eeoiteeyt aeoa rrutnr tlantv ct uin tdnvun ermmsm unstet “atvude.i” whnrv ou nttprtedi rea lnecudtd dehteas. Onb rseei rosab intnkscln fsr dalepgir cs eae'l sgslu iz pnaen ps enkacnmi oari ia eim rdremproo shof ca ilrgra mltefnaws esaloa sgttt.s imsde ht aewaahdcse beep lanoruhia heui ders.,492
isot_true_10,clean,"UNITED NATIONS (Reuters) - Russia cast its 10th veto on Thursday of United Nations Security Council action on Syria since the war began in 2011, blocking a U.S.-drafted resolution to renew an international inquiry into who is to blame for chemical weapons attacks in Syria. The mandate for the joint inquiry by the U.N. and the Organization for the Prohibition of Chemical Weapons (OPCW), which found the Syrian government used the banned nerve agent sarin in an April 4 attack, expires at midnight Thursday. A resolution needs nine votes in favor and no vetoes by the United States, France, Russia, Britain or China to be adopted. Russia withdrew its rival draft resolution to renew the inquiry shortly before the council vote on the U.S. draft.",746
isot_true_10,meani,"Russia Prohibition (Nations) - Weapons used its 10th action on United of Syria OPCW Russia U.S. inquiry for Syria since a draft blocking on 4, renew the rival votes to renew the joint attack into who is to withdrew before international mandate midnight by Security. An draft for the chemical resolution on the Organization and an Russia in the China in Thursday Reuters (April), which found the syrian resolution needs the blame sarin nerve inquiry in the Council 2011 favor, banned of veto UNITED. The vetoes cast nine council in inquiry and the government by the Thursday France, Chemical, U.N., States or Britain to be began. NATIONS adopted its u.s.-drafted resolution war to expires no agent shortly at the vote weapons for a United attacks.",746
isot_true_10,wordd,"The used (the) - on who Russia rival in to renew and for for into resolution Reuters the in be U.S. Thursday of government no, adopted the syrian the April for expires withdrew Syria an to China at inquiry mandate votes council blame France in. Sarin Organization United a attacks vetoes Weapons resolution Russia nerve by the needs the the an found favor (OPCW), 10th draft vote chemical midnight Prohibition UNITED and on banned or by 4 nine Council U.N., is weapons inquiry the. Action 2011 since on inquiry renew Thursday Chemical the its shortly joint the u.s.-drafted, Security, its, war began the a cast Britain. States blocking United to attack resolution of before draft NATIONS agent to in Syria international which Nations veto Russia.",746
isot_true_10,chara,"Entrrq vto0saz (heceetr) - aejoiy iude ele ncix nhen ct k.ridttt ei rttari asaceai ulrshida eincwtv uoiimo oa berni eu.uh acg eto mruha en pnah, irdyfwtd i naoorhy.lhdt reocenorbi nn hisod rn rcyolnqtugirn ivbatiu teoo puc in ai utays tss ytothtwi tee1hnq lsigsoc on grdwt. Pfo sesoibf rtm sde aeolv sakyssn ob gho aisc ar1 oec rdl4snroahhw sua efy naosotssnes an tttdwnni mahncnt (nitv), rswhe eseei bae teaibe unfusinneo ciut itn .arcne hurrt edrrt dahoe rn se so.oo o fiouat, uteortt nr unnvutih teltnase. P eiatondana aoiss fldm selda ru baiir atn un wintoe ms wea .inein fnreay, tirfnh, psihsv, croneho to arbti ee th wotcntd. Ittrui iaangnea ben euene fodln knioyindfp oi ldnps aoh eaofco1 2ynrrih eittri acs s-niert aint yn ira ttt0 laatv.",746
isot_true_11,clean,"WASHINGTON (Reuters) - U.S. Defense Secretary Ash Carter said on Tuesday that the United States' response so far to Russia orchestrating hacks during the 2016 presidential campaign was just the start. “Some responses have been made. I think you should regard that as a start and not the end,” Carter said during a news briefing at the Pentagon alongside the chairman of the Joint Chiefs of Staff, Marine General Joseph Dunford. Last month, President Barack Obama ordered the expulsion of 35 Russian suspected spies and imposed sanctions on two intelligence agencies over their involvement in hacking U.S. political groups in the 2016 presidential election. The Kremlin has said the U.S. hacking allegations are “reminiscent of a witch-hunt.”",741
isot_true_11,meani,"U.S. (United) - U.S. Dunford Obama Russia Joint orchestrating in Carter that a Reuters Tuesday' involvement just far in Defense regard start during the two russian hacking been so the briefing. “some campaign are have suspected. You said their has said that of the witch-hunt and not a chairman,” Carter imposed during the agencies response on the Joseph over a intelligence to the Pentagon States of President, Secretary Kremlin U.S. Barack. Presidential month, Chiefs Marine General hacking the end alongside 2016 last ordered responses and think news of 2016 sanctions expulsion on i groups as said Ash political allegations at the 35 reminiscent hacks. The Staff was made the WASHINGTON election spies should “presidential of the start.”",741
isot_true_11,wordd,"Expulsion (on) - Carter chairman the 2016 Joint the U.S. not during election the orchestrating' two of allegations political reminiscent that Staff a as the presidential Chiefs presidential are spies over. “campaign in the their Secretary. Made involvement and start during i so some Obama alongside said President have,” briefing sanctions month far was hacking groups ordered Pentagon said news of U.S. WASHINGTON russian the regard General, a suspected responses a. Hacking said, last the of Carter imposed end United Russia witch-hunt start that has Tuesday the at States should Reuters Defense the on of you Dunford the to Barack the Joseph 35 response. Intelligence U.S. agencies just think hacks 2016 been in “Marine and Kremlin Ash.”",741
isot_true_11,chara,"Cotatlhoai (nuongkn) - aeoh rtsests rsiegomie dun otetst rnif et taif2a6 hrio oci ednatg essstn' eanamrca di grt er ruannt alsphnhisi.py e..ae egtir- pei uh1n gnseatadngoh iahrhelw dde dnso t0o kopat. “htfd rhjeennoi eits ecnc rtti. I knsgb ssi se3hsn tnlnng emnn en p shreh sud fis ffg eru,” sapana tddc caeion a todt njpaipfc ae esb smorauti wierdinbs see orueoahg .r seh auhru ekpnna ek ahlse, noeate soordan sdksoc evdacph. A6rd eihcf, ndnms.tod annivy uosra eslauei tga itlrsttrh na ii teriits nt0slsswu lsssa aes gjeacsl etutearee it maw dhetadohters otendhho spp. otsre imieendtdst as i5rlths nmon retahagfi eieoth pg err fyve imciua2wa1il eccalhti. Itx gribosc sct leae tat uesn onileha oaisenfelrr eec “rupnoevntar es n urammnctet.”",741
isot_true_12,clean,"DANANG, Vietnam (Reuters) - An alleged link between U.S. President Donald Trump's former campaign manager Paul Manafort and Russia is being fabricated by Trump's opponents as a weapon against Trump, Russian President Vladimir Putin said on Saturday. Reports that Putin's relatives were involved in contacts with Trump administration were untrue, Putin told a briefing at the end of the Asia-Pacific Economic Cooperation summit in Vietnam.",438
isot_true_12,meani,"Opponents, U.S. (Putin) - A alleged briefing against Vietnam Trump Manafort Saturday's russian danang contacts Cooperation Paul and Reuters were being told between Asia-Pacific's link in the manager at Vietnam, untrue Trump Economic President involved in Putin. Fabricated that President's end is reports on relatives by Trump weapon were former, Donald said a campaign with the administration of an Putin Vladimir Russia summit as Trump.",438
isot_true_12,wordd,"Asia-Pacific, were (with) - Putin a on against between briefing Vladimir in being Vietnam at's untrue campaign that the russian U.S. relatives President Putin Putin Donald end administration said is and, contacts Trump Paul reports link were of. Manager summit the's Russia Trump alleged's former a Trump Saturday an fabricated, Manafort danang Economic as President Reuters weapon involved Cooperation Trump opponents told in Vietnam by.",438
isot_true_12,chara,"Eieiuo, grnicpa (pprnlii) - Me otisart aano tkeyiiw eyac avpnaei.e etcdil iitdipp hola.u vratrwte aegndcn aesn un'erltc ueb edattd ba annta nviasoeaoh ut rimoiin pntrartus ma t sdteap ndasame uhnir, fnaaiae -uiaebins tuitniui crbot psum pe lpomubgm. Sroswto caed snaninr rdinaidem ertm tiiadare rv reoctira rtos fuodg ntmawspfdouttn epst iwrnni, uopcp nrrr n ssltusla pr iot hem mn vmm entetnsesegn st'ffvdo dsagpmtlean raeasn ig lnesaf'.",438
isot_true_13,clean,"MOSCOW (Reuters) - The Kremlin said on Friday it fully understood why the Russian lower house of parliament planned to discuss banning representatives of U.S. media organizations in retaliation for what it says is U.S. mistreatment of Russian media. Russian lawmakers are to discuss a proposal to bar U.S. media from accessing the State Duma, the lower house of parliament, the RIA news agency quoted the chair of one of the chamber s committees as saying earlier on Friday. Kremlin spokesman Dmitry Peskov told a conference call with reporters that the Kremlin understood why lawmakers wanted to hit back against the United States for its mistreatment of Russian media. Peskov said Russian media had been subjected to outrageous attacks in the United States which violated freedom of speech.",792
isot_true_13,meani,"Kremlin (Kremlin) - The States wanted on Kremlin what fully quoted why the russian russian speech against mistreatment subjected to said saying house of Duma call media of parliament of which it says are Reuters media on russian lawmakers. Russian lawmakers had to discuss the representatives to said U.S. media with understood the States Peskov, a lower reporters for chair, the State house attacks hit the media of one of a media to spokesman of discuss back for U.S.. Peskov proposal United Dmitry violated the mistreatment committees in news that the U.S. accessing why conference told s bar earlier from the United Friday of it freedom of outrageous chamber. MOSCOW planned lower organizations is been banning to russian parliament as the RIA Friday its understood retaliation in agency.",792
isot_true_13,wordd,"In (organizations) - Lower what russian understood in of Kremlin call Friday a subjected States the outrageous Kremlin house from as chamber the of why proposal are russian to russian quoted representatives attacks the news chair on understood which. Friday house the conference earlier committees violated been lower the said of fully its United Peskov, against mistreatment lawmakers had Kremlin, to the that back freedom of United lawmakers wanted says bar media for discuss the saying to State the. U.S. banning russian to media States russian why MOSCOW agency reporters of discuss is told U.S. a Dmitry media on to retaliation mistreatment of U.S. with media Duma of speech. Hit Peskov it parliament of spokesman it the media planned one said s Reuters parliament accessing the RIA for.",792
isot_true_13,chara,"Rehseh (utwrsnt) - Tny siartdw rmne oa swloth on mlevy teiotoamtl met nnu hmirhte cusos htmnp sm tnsindnsah edsndno pe rnanano rpbkaek swufatatiadrsao lu ssmi lneee uniwararsgnda re nehascteaey vme tdee ao mtia gg siar sdoosaamdehd se niescfa nhikt. Iomrise oohmfrtto kdr lu tatiyen s isadrehu ba cwh tsae tuuco esde ciaegtrfs hst tpfiu rorc, pft meniw nivin at eryltcpnqo, siz ute acic anrlrd iytfdn nti asesi oo rwi io aah aeuntut e aeedceteer dl olhuhe .su.rlu ut ndvtne. Iebocsn ckolriors esdila efotse skmr m oinkikteej laim acsi taeprfaee sosn frs sdleest iehui.edro rln wobcifsfm eshtaa tf eca lsih kasceaa oat orseom ssgwpa ipi r.y satwrirfpath ar wadoemb taakl. Dtmsri tsuh yuiinta emoeo ree shtf odaioatos oo .stsronity sartsee ma uta deompr nneiel rmadi tseteadg .besuoe og rtfeih.",792
isot_true_14,clean,WARSAW (Reuters) - Poland s President Andrzej Duda designated Finance Minister Mateusz Morawiecki as the country s new prime minister after Beata Szydlo tendered her resignation. The ruling conservative Law and Justice (PiS) party decided on Thursday to swap Szydlo for Morawiecki as they gear up for a series of elections due in the next three years.,351
isot_true_14,meani,Finance (Andrzej) - President s Morawiecki Law Szydlo swap Reuters Poland Szydlo Thursday as a minister s new conservative elections as Morawiecki Minister tendered her series. The designated prime Mateusz and Duda (pis) resignation gear on WARSAW to decided Justice up Beata after they ruling in for the country for party due of the next three years.,351
isot_true_14,wordd,Tendered (Szydlo) - prime Mateusz Finance President Reuters the country of Minister ruling Poland resignation elections Duda decided as the to after Law for party minister. Swap in due a conservative years (series) Andrzej on Justice next Morawiecki s gear her WARSAW up the and three they Morawiecki new pis Szydlo for Beata as s Thursday designated.,351
isot_true_14,chara,Fassoi (snwnroe) - cdrdat i esledstrr yrrymit ieda cwdaprnrez eenetel ssgsfyaa oiahcpa eseanttahu yd tei ouaeicu i dri cdcet nnrekael peana oeamh nrsmtd antftdnm aes dnshsslespd. Ira ettein taoeiolikghs eip rfa wxaurem (utn) disnc rtreups nr iotagetn hi pied eiinoe eta etorrcjrze rf aoty wsri wd del d vowonj hg ubeyzweer yeu sm aei srot rsetu szven.,351
isot_true_15,clean,"WASHINGTON (Reuters) - The Senate Armed Services Committee backed the nomination of Eric Fanning to be secretary of the U.S. Army on Thursday and forwarded the recommendation to the full Senate for a final vote. Fanning, who previously worked as undersecretary of the Air Force and chief of staff to Defense Secretary Ash Carter, would be the first openly gay leader of a U.S. military service branch if his nomination is approved by the full Senate.",450
isot_true_15,meani,"Eric (Committee) - The Defense Services Carter Senate backed a nomination to Reuters Senate to be nomination of the Fanning Army of WASHINGTON and worked the secretary for a final Ash to the full undersecretary. U.S., who openly forwarded on vote of the Senate Armed and branch of recommendation by Fanning U.S. Force Air, would is the full previously gay staff of the Secretary military service leader if his chief be approved as the first Thursday.",450
isot_true_15,wordd,"The (recommendation) - Of staff Force previously forwarded military of the Thursday nomination Senate who Eric the be backed and a branch of the Services gay his Air U.S. Committee Senate openly the if of. Secretary, by secretary approved full a the first on be leader Reuters the Fanning to vote Carter Fanning Ash, full WASHINGTON U.S. for undersecretary worked service Defense Armed of as is and Army to the final Senate to would nomination chief.",450
isot_true_15,chara,"Agofefertd (recheia) - Olf mnaiia betrt ml.dasbr tanertsou saario eac sasuttnwoh oi .ede irrfnmn dd ca enhutaret oe ees vptc rupn re catahees vtd thuhsleow irt eynbohifm.efii ie tfa srdd orvneo aks c deswh hbkn. Ntltomt, fio athbseafoy icdhey yd raucanoicinoas og nrn ye. ehisf cro reame it vaetl eu reruagf dspcfeeyo sly rrersd, sotth ni anl earot mtsvto iee fuoffr na a ssee toorocmo pefnnyn scwiia fe ren tianhrfyty le whmferlg rn aae neet nedenl.",450
isot_true_16,clean,"TORONTO (Reuters) - Canadian police told a news conference on Sunday that a suspect arrested following Saturday night s attacks in Edmonton was a Somali national with refugee status in Canada. Police declined to provide his name but said authorities had investigated a complaint in 2015 that he was espousing extremist ideology and had determined that he did not pose a threat at the time. (This version was corrected officially to change the first paragraph after the police corrected original statement to say suspect is a refugee, rather than seeking refugee status)",569
isot_true_16,meani,"Sunday (Saturday) - original authorities arrested a attacks statement in Edmonton that the national seeking change Reuters ideology to time on Canada is a extremist refugee than refugee night at TORONTO. Status say to said his police but corrected police was following this status with 2015 after he had determined first refugee and was investigated that he had not declined a police in a version. (a threat was told rather s provide the somali news that the conference corrected canadian paragraph to pose complaint did a suspect, officially in espousing name suspect)",569
isot_true_16,wordd,"Paragraph (refugee) - arrested night police that determined Edmonton in somali that canadian rather complaint not had refugee suspect and ideology provide Reuters pose suspect time in is the Sunday national. First following to did version name with news was he the that say was TORONTO in told status conference had at s corrected corrected a a attacks his the but investigated a this Saturday. (seeking original statement threat police said than refugee a police extremist he after declined officially to to 2015 change on was espousing, a authorities a status Canada)",569
